Word,Frequency,Number of Syllables,Number of Characters,Number of Syllables and Diacritics,Complex
cam,12,1,3,3,0
dự_đoán,12,2,6,9,0
quê_hương,12,2,8,11,0
hợp,12,1,3,5,0
phẫu_thuật,12,2,9,13,0
lưu_ý,12,2,4,6,0
quy_chế,12,2,6,8,0
đại,12,1,3,4,0
dãy,12,1,3,4,0
nhất_định,12,2,8,11,0
kể_cả,12,2,4,7,0
nhập,12,1,4,6,0
vững,12,1,4,6,0
mm,12,1,2,2,0
phun,12,1,4,4,0
mát,12,1,3,4,0
quen_thuộc,12,2,9,11,0
trừ,12,1,3,5,0
bây_giờ,12,2,6,9,0
hậu,12,1,3,5,0
rẽ,12,1,2,3,0
tiến_bộ,12,2,6,10,0
đòi_hỏi,12,2,6,8,0
dàn,12,1,3,4,0
cách_mạng,12,2,8,10,0
nhẹ_nhàng,12,2,8,10,0
giày,12,1,4,5,0
ngày_mai,12,2,7,8,0
lâu_nay,12,2,6,7,0
túi,12,1,3,4,0
hạnh,12,1,4,5,0
vườn,12,1,4,7,0
tư_tưởng,12,2,7,11,0
nặng_nề,12,2,6,10,0
tham,12,1,4,4,0
công_thức,12,2,8,11,0
bảo_tàng,12,2,7,9,0
tùng,12,1,4,5,0
ghi_bàn,12,2,6,7,0
tượng,12,1,5,8,0
đột_ngột,13,2,7,11,0
ánh_sáng,13,2,7,9,0
ác,13,1,2,3,0
dạo,13,1,3,4,0
quần_áo,13,2,6,9,0
phẩm,13,1,4,6,0
đô,13,1,2,3,0
thầu,13,1,4,6,0
thang,13,1,5,5,0
khuya,13,1,5,5,0
hầu_như,13,2,6,9,0
nét,13,1,3,4,0
ngõ,13,1,3,4,0
ôm,13,1,2,3,0
tận,13,1,3,5,0
cuộc_đời,13,2,7,11,0
yếu,13,1,3,5,0
nhánh,13,1,5,6,0
hữu,13,1,3,5,0
xây_lắp,13,2,6,9,0
trước_mắt,13,2,8,13,0
y_học,13,2,4,5,0
toả,13,1,3,4,0
sửa_đổi,13,2,6,10,0
ruộng,13,1,5,7,0
đầu_vào,13,2,6,9,0
tăng_giá,13,2,7,9,0
bụi,13,1,3,4,0
tóc,13,1,3,4,0
cộng,13,1,4,6,0
ngưng,13,1,5,6,0
hôn,13,1,3,4,0
ngạc_nhiên,13,2,9,11,0
phúc,13,1,4,5,0
khí,13,1,3,4,0
bao_nhiêu,13,2,8,9,0
bù,13,1,2,3,0
gương_mặt,13,2,8,12,0
ăn_uống,13,2,6,9,0
rau,13,1,3,3,0
vòng_loại,13,2,8,10,0
tệ,14,1,2,4,0
tình_yêu,14,2,7,9,0
bao,14,1,3,3,0
hợp_lý,14,2,5,8,0
tàn,14,1,3,4,0
lính,14,1,4,5,0
tiếp_xúc,14,2,7,10,0
đảng_viên,14,2,8,10,0
trông,14,1,5,6,0
xoá,14,1,3,4,0
tủ,14,1,2,3,0
thiên_nhiên,14,2,10,12,0
hầu,14,1,3,5,0
bọc,14,1,3,4,0
biến_đổi,14,2,7,11,0
san,14,1,3,3,0
thiết_lập,14,2,8,12,0
con_cái,14,2,6,7,0
thoải_mái,14,2,8,10,0
voi,14,1,3,3,0
vi,14,1,2,2,0
lâu_dài,14,2,6,8,0
ngờ,14,1,3,5,0
thực,14,1,4,6,0
tên_tuổi,14,2,7,10,0
hải_quan,14,2,7,8,0
thần,14,1,4,6,0
giỏi,14,1,4,5,0
ngăn,14,1,4,5,0
năm_học,14,2,6,8,0
suy_nghĩ,14,2,7,8,0
thật_sự,14,2,6,10,0
tác_giả,14,2,6,8,0
mặt_bằng,14,2,7,11,0
xuất,14,1,4,6,0
định_cư,14,2,6,8,0
chăn,14,1,4,5,0
đồng_đội,15,2,7,11,0
hiệu,15,1,4,6,0
giúp_đỡ,15,2,6,9,0
điện_thoại_di_động,15,4,15,20,0
tự_tin,15,2,5,7,0
bỗng,15,1,4,6,0
dọc,15,1,3,4,0
phát_huy,15,2,7,8,0
lùi,15,1,3,4,0
khơi,15,1,4,5,0
quyết_tâm,15,2,8,11,0
hãy,15,1,3,4,0
máy_tính,15,2,7,9,0
kỹ,15,1,2,3,0
cải_cách,15,2,7,9,0
đỉnh,15,1,4,5,0
chuẩn,15,1,5,7,0
hiền,15,1,4,6,0
thảo,15,1,4,5,0
đa_số,15,2,4,6,0
qui_định,15,2,7,8,0
chặng,15,1,5,7,0
phú,15,1,3,4,0
nông,15,1,4,5,0
duy,15,1,3,3,0
tạ,15,1,2,3,0
thương,15,1,6,8,0
giao_lưu,15,2,7,8,0
huỷ,15,1,3,4,0
gan,15,1,3,3,0
suy,15,1,3,3,0
thói_quen,15,2,8,9,0
âm,15,1,2,3,0
chế,15,1,3,5,0
nhung,15,1,5,5,0
mô,15,1,2,3,0
mô_tả,16,2,4,6,0
tính_chất,16,2,8,11,0
chữ,16,1,3,5,0
kia,16,1,3,3,0
có_lẽ,16,2,4,6,0
cơ_cấu,16,2,5,8,0
hộp,16,1,3,5,0
điện_ảnh,16,2,7,10,0
giá_cả,16,2,5,7,0
nối,16,1,3,5,0
trò_chuyện,16,2,9,12,0
buôn,16,1,4,5,0
vì_thế,16,2,5,8,0
giấc,16,1,4,6,0
đoán,16,1,4,5,0
vẻ,16,1,2,3,0
thị,16,1,3,4,0
tháo,16,1,4,5,0
kín,16,1,3,4,0
ngược_lại,16,2,8,12,0
sửa,16,1,3,5,0
đền_bù,16,2,5,8,0
ngân,16,1,4,5,0
bếp,16,1,3,5,0
dám,16,1,3,4,0
miệng,16,1,5,7,0
đề_tài,16,2,5,8,0
xứng_đáng,16,2,8,11,0
nhận_thức,16,2,8,12,0
tiến_sĩ,16,2,6,9,0
gạo,16,1,3,4,0
bản_quyền,16,2,8,11,0
chủ_đề,16,2,5,8,0
thận,16,1,4,6,0
thuý,16,1,4,5,0
dịch,17,1,4,5,0
ngon,17,1,4,4,0
già,17,1,3,4,0
văn_minh,17,2,7,8,0
nguyên_tắc,17,2,9,12,0
đa,17,1,2,2,0
cụ,17,1,2,3,0
tưởng,17,1,5,8,0
dây,17,1,3,4,0
khâu,17,1,4,5,0
bắt_buộc,17,2,7,11,0
cảm_xúc,17,2,6,8,0
đợi,17,1,3,5,0
cân,17,1,3,4,0
sa,17,1,2,2,0
giải_toả,17,2,7,9,0
hình_thành,17,2,9,11,0
rẻ,17,1,2,3,0
ngắm,17,1,4,6,0
hòn,17,1,3,4,0
dữ,17,1,2,4,0
vực,17,1,3,5,0
phấn_đấu,17,2,7,11,0
bán_đấu_giá,17,3,9,13,0
thiên,17,1,5,6,0
học_trò,17,2,6,8,0
khoảng_cách,18,2,10,12,0
chấn,18,1,4,6,0
thế_kỷ,18,2,5,8,0
liệu,18,1,4,6,0
chế_tạo,18,2,6,9,0
lá,18,1,2,3,0
truy_tố,18,2,6,8,0
khuyên,18,1,6,7,0
khổng_lồ,18,2,7,11,0
gọn,18,1,3,4,0
tiếc,18,1,4,6,0
tám,18,1,3,4,0
đua,18,1,3,3,0
thú_vị,18,2,5,7,0
yếu_tố,18,2,5,9,0
phạm_vi,18,2,6,7,0
song_song,18,2,8,8,0
nhà_trường,18,2,9,13,0
quen,18,1,4,4,0
yên,18,1,3,4,0
không_khí,18,2,8,10,0
sàn,18,1,3,4,0
vỏ,18,1,2,3,0
gặp_gỡ,18,2,5,9,0
chừng,18,1,5,7,0
tồn_tại,18,2,6,9,0
tự_hào,18,2,5,8,0
gia,18,1,3,3,0
chiến,18,1,5,7,0
sự_thật,18,2,6,10,0
trình_độ,18,2,7,10,0
đo,18,1,2,2,0
bình_quân,18,2,8,10,0
thời_kỳ,18,2,6,9,0
bữa,18,1,3,5,0
ơi,18,1,2,3,0
tốt_nghiệp,18,2,9,13,0
gắn_bó,18,2,5,8,0
toán,18,1,4,5,0
tuyển_thủ,18,2,8,11,0
nhi,18,1,3,3,0
thanh_tra,18,2,8,8,0
nhà_văn,18,2,6,8,0
quan,19,1,4,4,0
mạng_lưới,19,2,8,12,0
y,19,1,1,1,0
buồn,19,1,4,6,0
nội,19,1,3,5,0
thuận_tiện,19,2,9,13,0
phương_thức,19,2,10,14,0
tiêu_biểu,19,2,8,11,0
hố,19,1,2,4,0
chân_dung,19,2,8,9,0
phát_sinh,19,2,8,9,0
ví_dụ,19,2,4,6,0
tròn,19,1,4,5,0
năng_lượng,19,2,9,13,0
lưới,19,1,4,7,0
đồng_nghiệp,19,2,10,14,0
phương_pháp,19,2,10,13,0
thất_bại,19,2,7,10,0
hiếm,19,1,4,6,0
cỏ,19,1,2,3,0
nghề_nghiệp,19,2,10,14,0
chữa,19,1,4,6,0
đáy,19,1,3,4,0
mã,19,1,2,3,0
vệ,19,1,2,4,0
liên_đoàn,19,2,8,10,0
leo,19,1,3,3,0
trinh,19,1,5,5,0
chắn,19,1,4,6,0
phóng,20,1,5,6,0
ga,20,1,2,2,0
nhấn,20,1,4,6,0
de,20,1,2,2,0
rộng_rãi,20,2,7,10,0
bí_mật,20,2,5,8,0
phần_lớn,20,2,7,11,0
thảo_luận,20,2,8,11,0
tạm_thời,20,2,7,10,0
làn,20,1,3,4,0
đồn,20,1,3,5,0
tham_nhũng,20,2,9,10,0
biểu_hiện,20,2,8,12,0
ưu_đãi,20,2,5,7,0
phong_cách,20,2,9,10,0
lưu,20,1,3,4,0
thả,20,1,3,4,0
mây,20,1,3,4,0
khói,20,1,4,5,0
chế_độ,20,2,5,9,0
bọn,20,1,3,4,0
chảy,20,1,4,5,0
tuyệt_vời,20,2,8,12,0
trục,20,1,4,5,0
tương_ứng,20,2,8,12,0
hà,20,1,2,3,0
đơn_giản,20,2,7,9,0
lọt,20,1,3,4,0
đồng_tiền,20,2,8,12,0
trâu,20,1,4,5,0
mấy,20,1,3,5,0
rác_thải,20,2,7,9,0
hoàn,20,1,4,5,0
bệnh_nhân,20,2,8,11,0
bảy,21,1,3,4,0
cứ,21,1,2,4,0
trải,21,1,4,5,0
vật_chất,21,2,7,11,0
ngoại,21,1,5,6,0
hẹn,21,1,3,4,0
vật,21,1,3,5,0
hẳn,21,1,3,5,0
lần_lượt,21,2,7,12,0
trường_học,21,2,9,13,0
mảng,21,1,4,5,0
phổ_biến,21,2,7,11,0
khẩu,21,1,4,6,0
đại_sứ,21,2,5,8,0
nghi_ngờ,21,2,7,9,0
mốc,21,1,3,5,0
kết,21,1,3,5,0
tối_cao,21,2,6,8,0
một_mình,21,2,7,10,0
e,21,1,1,1,0
lạc,21,1,3,4,0
anh_em,21,2,5,5,0
tiệc,21,1,4,6,0
trọng_tài,21,2,8,10,0
biểu_diễn,21,2,8,12,0
mong,22,1,4,4,0
cảm_ơn,22,2,5,7,0
một_vài,22,2,6,9,0
ruột,22,1,4,6,0
dạng,22,1,4,5,0
phức_tạp,22,2,7,10,0
thành_tích,22,2,9,11,0
duyên,22,1,5,6,0
long,22,1,4,4,0
ngón,22,1,4,5,0
tự_nhiên,22,2,7,10,0
nhì,22,1,3,4,0
chiến_tranh,22,2,10,12,0
điển_hình,22,2,8,11,0
động_vật,22,2,7,11,0
khung,22,1,5,5,0
sóng,22,1,4,5,0
tiến_độ,22,2,6,10,0
phụ_trách,22,2,8,10,0
thế_nào,22,2,6,9,0
chú,22,1,3,4,0
lợi_dụng,22,2,7,10,0
lý,22,1,2,3,0
nghị_định,22,2,8,10,0
thu_nhập,22,2,7,9,0
dốc,22,1,3,5,0
tín_hiệu,23,2,7,10,0
bật,23,1,3,5,0
giấu,23,1,4,6,0
hắn,23,1,3,5,0
cúi,23,1,3,4,0
làm_ăn,23,2,5,7,0
thế_hệ,23,2,5,9,0
sức_mạnh,23,2,7,10,0
kỷ_lục,23,2,5,7,0
động_viên,23,2,8,11,0
xấu,23,1,3,5,0
phản_ứng,23,2,7,10,0
định_hướng,23,2,9,13,0
hoàn_thiện,23,2,9,12,0
xưởng,23,1,5,8,0
ép,23,1,2,3,0
chờ_đợi,23,2,6,10,0
tư_cách,23,2,6,8,0
đương,23,1,5,7,0
tuy,23,1,3,3,0
bảo_tồn,23,2,6,9,0
nhựa,23,1,4,6,0
tốt_đẹp,23,2,6,9,0
tôn,23,1,3,4,0
cứng,23,1,4,6,0
việc_làm,23,2,7,10,0
giáo_sư,23,2,6,8,0
người_mẫu,23,2,8,13,0
da,23,1,2,2,0
tuyển_sinh,23,2,9,11,0
tú,23,1,2,3,0
cất,23,1,3,5,0
vương,23,1,5,7,0
hoàn_cảnh,23,2,8,10,0
đời,24,1,3,5,0
sợ,24,1,2,4,0
công_chúng,24,2,9,11,0
tối_đa,24,2,5,7,0
nghiêm,24,1,6,7,0
bố,24,1,2,4,0
nỗi,24,1,3,5,0
tranh,24,1,5,5,0
đi_lại,24,2,5,6,0
duy_nhất,24,2,7,9,0
thông_thường,24,2,11,15,0
lậu,24,1,3,5,0
đau,24,1,3,3,0
nói_chuyện,24,2,9,12,0
mơ,24,1,2,3,0
cười,24,1,4,7,0
hơi,24,1,3,4,0
tình_cảm,24,2,7,9,0
thái_độ,24,2,6,9,0
cha_mẹ,24,2,5,6,0
nghiêm_túc,24,2,9,11,0
trồng,24,1,5,7,0
lãnh,25,1,4,5,0
gã,25,1,2,3,0
nghèo,25,1,5,6,0
liều,25,1,4,6,0
bảo,25,1,3,4,0
lẫn,25,1,3,5,0
cuộc_chiến,25,2,9,13,0
giải_phóng,25,2,9,11,0
củng_cố,25,2,6,9,0
duy_trì,25,2,6,7,0
phong_độ,25,2,7,9,0
đa_dạng,25,2,6,7,0
sẵn,25,1,3,5,0
phụ,25,1,3,4,0
gói,25,1,3,4,0
thời_tiết,25,2,8,12,0
kiểu,25,1,4,6,0
nắng,25,1,4,6,0
mắc,25,1,3,5,0
quan_sát,25,2,7,8,0
phủ,25,1,3,4,0
gạch,25,1,4,5,0
đậm,25,1,3,5,0
hy_vọng,25,2,6,7,0
xe_đạp,25,2,5,6,0
danh,25,1,4,4,0
thái,25,1,4,5,0
kim_loại,25,2,7,8,0
rửa,25,1,3,5,0
tim,25,1,3,3,0
ngược,25,1,5,8,0
kỹ_sư,25,2,4,6,0
giảng_dạy,25,2,8,10,0
đội_ngũ,25,2,6,9,0
trống,25,1,5,7,0
bán_kết,25,2,6,9,0
dậy,26,1,3,5,0
đổi_mới,26,2,6,10,0
ngăn_chặn,26,2,8,11,0
lo_lắng,26,2,6,8,0
the,26,1,3,3,0
nhân_vật,26,2,7,10,0
kịch_bản,26,2,7,9,0
sút,26,1,3,4,0
đồng_bộ,26,2,6,10,0
buôn_bán,26,2,7,9,0
quyền_lợi,26,2,8,12,0
loại_hình,26,2,8,10,0
trời,26,1,4,6,0
giọng,26,1,5,6,0
dì,26,1,2,3,0
vận_hành,26,2,7,10,0
tài,26,1,3,4,0
nàng,26,1,4,5,0
cơ_chế,26,2,5,8,0
bác,26,1,3,4,0
nghệ_thuật,26,2,9,13,0
mắt,26,1,3,5,0
dân_số,26,2,5,8,0
người_lớn,26,2,8,13,0
căng_thẳng,26,2,9,12,0
đồng_bào,26,2,7,10,0
hỗn_hợp,26,2,6,10,0
ván,26,1,3,4,0
lê,27,1,2,3,0
treo,27,1,4,4,0
quyết_liệt,27,2,9,13,0
lai,27,1,3,3,0
xông,27,1,4,5,0
vết,27,1,3,5,0
giới_hạn,27,2,7,10,0
điên,27,1,4,5,0
độc,27,1,3,5,0
đeo,27,1,3,3,0
dễ_dàng,27,2,6,9,0
chuyển_nhượng,27,2,12,17,0
đâu,27,1,3,4,0
dâng,27,1,4,5,0
trọng_lượng,27,2,10,14,0
sân_khấu,27,2,7,10,0
ghép,27,1,4,5,0
mũi,28,1,3,4,0
người_yêu,28,2,8,12,0
tâm_sự,28,2,5,8,0
ngắn,28,1,4,6,0
tái,28,1,3,4,0
diễn_biến,28,2,8,12,0
lợi_thế,28,2,6,10,0
đáng_kể,28,2,6,9,0
vui,28,1,3,3,0
xuân,28,1,4,5,0
trung_bình,28,2,9,10,0
quên,28,1,4,5,0
khối,28,1,4,6,0
tổng_cộng,28,2,8,12,0
ứng_dụng,28,2,7,10,0
đối_phương,28,2,9,13,0
biên_giới,28,2,8,11,0
vắng,28,1,4,6,0
phi,28,1,3,3,0
tiêu,28,1,4,5,0
giáo_viên,28,2,8,10,0
bám,29,1,3,4,0
bộ_phận,29,2,6,10,0
xu_hướng,29,2,7,10,0
thư,29,1,3,4,0
đoạt,29,1,4,5,0
hạnh_phúc,29,2,8,10,0
cổ,29,1,2,4,0
đình_chỉ,29,2,7,9,0
phụ_thuộc,29,2,8,11,0
chiếu,29,1,5,7,0
quanh,29,1,5,5,0
con_người,29,2,8,11,0
không_gian,29,2,9,10,0
nói_chung,29,2,8,9,0
hằng,29,1,4,6,0
học_tập,29,2,6,9,0
tối_thiểu,29,2,8,12,0
ưu_tiên,29,2,6,8,0
viên,29,1,4,5,0
ấp,29,1,2,4,0
thử_nghiệm,29,2,9,13,0
lồng,29,1,4,6,0
phương,29,1,6,8,0
chui,29,1,4,4,0
thử,29,1,3,5,0
bố_trí,29,2,5,8,0
công_cộng,29,2,8,11,0
sáng_tác,29,2,7,9,0
mía,29,1,3,4,0
hỏng,29,1,4,5,0
tham_quan,29,2,8,8,0
loan,29,1,4,4,0
nhà_khoa_học,29,3,10,12,0
chấm,29,1,4,6,0
dương,29,1,5,7,0
chẳng,30,1,5,7,0
hại,30,1,3,4,0
giam,30,1,4,4,0
nhớ,30,1,3,5,0
nhắc,30,1,4,6,0
bơm,30,1,3,4,0
hiếu,30,1,4,6,0
khuyến_khích,30,2,11,14,0
gia_tăng,30,2,7,8,0
đẩy_mạnh,30,2,7,10,0
dữ_liệu,30,2,6,10,0
rõ_ràng,30,2,6,8,0
trộn,30,1,4,6,0
chuyên_nghiệp,30,2,12,15,0
đấu_tranh,30,2,8,10,0
dân_chủ,30,2,6,8,0
tập_thể,31,2,6,10,0
phiên_bản,31,2,8,10,0
phản_đối,31,2,7,10,0
hình,31,1,4,5,0
khắp,31,1,4,6,0
số_liệu,31,2,6,10,0
trở_nên,31,2,6,9,0
mừng,31,1,4,6,0
tập_luyện,31,2,8,12,0
uy_tín,31,2,5,6,0
tài_liệu,31,2,7,10,0
tiêu_cực,31,2,7,10,0
hiệu_lực,31,2,7,11,0
chính_xác,31,2,8,10,0
biến,31,1,4,6,0
vì_vậy,31,2,5,8,0
tư_nhân,31,2,6,8,0
sơn,31,1,3,4,0
gió,31,1,3,4,0
khám,31,1,4,5,0
lãi,31,1,3,4,0
vai,31,1,3,3,0
thú,31,1,3,4,0
góp,31,1,3,4,0
thuốc_lá,31,2,7,10,0
xử,32,1,2,4,0
bao_giờ,32,2,6,8,0
câu_chuyện,32,2,9,12,0
thai,32,1,4,4,0
thân,32,1,4,5,0
nhãn_hiệu,32,2,8,11,0
loài,32,1,4,5,0
hồng,32,1,4,6,0
kém,32,1,3,4,0
chuỗi,32,1,5,7,0
tổ_hợp,32,2,5,9,0
cơ,32,1,2,3,0
áp_lực,32,2,5,8,0
tiềm_năng,32,2,8,11,0
đẩy,32,1,3,5,0
hạt,32,1,3,4,0
triều,32,1,5,7,0
kêu,32,1,3,4,0
mảnh,32,1,4,5,0
trưng_bày,32,2,8,10,0
cổng,32,1,4,6,0
dũng,32,1,4,5,0
nông_dân,32,2,7,9,0
thay_vì,33,2,6,7,0
cơn,33,1,3,4,0
hề,33,1,2,4,0
chùa,33,1,4,5,0
đổi,33,1,3,5,0
liên_kết,33,2,7,10,0
cập,33,1,3,5,0
cực,33,1,3,5,0
gắn,33,1,3,5,0
khúc,33,1,4,5,0
thuyết_phục,33,2,10,13,0
tươi,33,1,4,6,0
tỉ_lệ,33,2,4,7,0
chuyên_môn,33,2,9,11,0
lưng,33,1,4,5,0
hiểm,33,1,4,6,0
khanh,33,1,5,5,0
cường,33,1,5,8,0
công_chứng,33,2,9,12,0
thơ,33,1,3,4,0
kịp,34,1,3,4,0
liên_hệ,34,2,6,9,0
di_chuyển,34,2,8,10,0
cung,34,1,4,4,0
đối_mặt,34,2,6,10,0
dầu,34,1,3,5,0
cơ_thể,34,2,5,8,0
hạn,34,1,3,4,0
cập_nhật,34,2,7,11,0
dễ,34,1,2,4,0
tiếp_cận,34,2,7,11,0
hút,34,1,3,4,0
đề_cập,34,2,5,9,0
khai_trương,34,2,10,12,0
lo_ngại,34,2,6,7,0
khám_phá,34,2,7,9,0
tỷ_số,34,2,4,7,0
hứa,34,1,3,5,0
đền,34,1,3,5,0
kính,34,1,4,5,0
đánh_bại,34,2,7,9,0
dính,34,1,4,5,0
hiệp,34,1,4,6,0
tuyên,35,1,5,6,0
thiết_bị,35,2,7,10,0
ý_định,35,2,5,7,0
thơm,35,1,4,5,0
định,35,1,4,5,0
điều_hành,35,2,8,11,0
tác_động,35,2,7,10,0
tiếp_theo,35,2,8,10,0
van,35,1,3,3,0
xuất_phát,35,2,8,11,0
đứt,35,1,3,5,0
trình_bày,35,2,8,10,0
sát,35,1,3,4,0
khoa,35,1,4,4,0
chứng_minh,35,2,9,11,0
truyền_hình,35,2,10,13,0
gãy,35,1,3,4,0
thanh,35,1,5,5,0
nhận_xét,35,2,7,10,0
đậu,35,1,3,5,0
tổ_quốc,35,2,6,10,0
xuất_bản,35,2,7,10,0
nhẹ,36,1,3,4,0
lập_tức,36,2,6,10,0
tấm,36,1,3,5,0
cắt,36,1,3,5,0
ngực,36,1,4,6,0
suất,36,1,4,6,0
hơn_nữa,36,2,6,9,0
giải_thích,36,2,9,11,0
đốt,36,1,3,5,0
lộc,36,1,3,5,0
sáu,36,1,3,4,0
bị_can,36,2,5,6,0
cha,36,1,3,3,0
đen,36,1,3,3,0
bác_sĩ,36,2,5,7,0
cơm,36,1,3,4,0
góc,36,1,3,4,0
khai_mạc,36,2,7,8,0
đội_hình,36,2,7,10,0
lộ,37,1,2,4,0
tại_chỗ,37,2,6,9,0
dấu_hiệu,37,2,7,11,0
mặt_hàng,37,2,7,10,0
hầu_hết,37,2,6,10,0
cáp,37,1,3,4,0
phê_duyệt,37,2,8,11,0
chủ_trương,37,2,9,12,0
kiến_trúc,37,2,8,11,0
tức,37,1,3,5,0
giấy_tờ,37,2,6,10,0
loạt,37,1,4,5,0
kiếm,37,1,4,6,0
sửa_chữa,37,2,7,11,0
công_việc,37,2,8,11,0
dự_báo,37,2,5,8,0
tai,38,1,3,3,0
băng,38,1,4,5,0
thủ,38,1,3,4,0
trang_bị,38,2,7,8,0
chăm_sóc,38,2,7,9,0
lạ,38,1,2,3,0
xoay,38,1,4,4,0
đem,38,1,3,3,0
dịp,38,1,3,4,0
say,38,1,3,3,0
sai_phạm,38,2,7,8,0
phòng_chống,38,2,10,13,0
đạn,38,1,3,4,0
nghỉ,38,1,4,5,0
ý_tưởng,38,2,6,10,0
thùng,38,1,5,6,0
an,39,1,2,2,0
phiên,39,1,5,6,0
cố_gắng,39,2,6,10,0
tâm,39,1,3,4,0
tung,39,1,4,4,0
chủ_yếu,39,2,6,9,0
chấp_nhận,39,2,8,12,0
dân_cư,39,2,5,7,0
pháp_lý,39,2,6,8,0
dược,39,1,4,7,0
cúp,39,1,3,4,0
thủ_môn,39,2,6,8,0
bằng_chứng,39,2,9,13,0
thôi,39,1,4,5,0
mai,39,1,3,3,0
trật_tự,39,2,6,10,0
lật,39,1,3,5,0
olympic,39,1,7,7,0
ứng,39,1,3,5,0
kịp_thời,40,2,7,10,0
chúng,40,1,5,6,0
máy,40,1,3,4,0
cần_thiết,40,2,8,12,0
phân,40,1,4,5,0
ngang,40,1,5,5,0
cuốn,40,1,4,6,0
sạch,40,1,4,5,0
bạn_bè,40,2,5,7,0
nổi,40,1,3,5,0
sinh_hoạt,40,2,8,9,0
trình,40,1,5,6,0
quy_trình,40,2,8,9,0
triển_lãm,40,2,8,11,0
đà,40,1,2,3,0
nhạc_sĩ,40,2,6,8,0
công_nhận,40,2,8,11,0
chăn_nuôi,40,2,8,10,0
bức_xúc,41,2,6,9,0
chi_nhánh,41,2,8,9,0
lối,41,1,3,5,0
nhắn,41,1,4,6,0
thường_xuyên,41,2,11,15,0
sâu,41,1,3,4,0
cử,41,1,2,4,0
con_số,41,2,5,7,0
giải_trí,41,2,7,9,0
thưởng,41,1,6,9,0
cải_thiện,41,2,8,11,0
dựa,41,1,3,5,0
khởi_tố,41,2,6,10,0
kết_nối,41,2,6,10,0
hè,41,1,2,3,0
hết_sức,41,2,6,10,0
hậu_vệ,41,2,5,9,0
mét,41,1,3,4,0
màn,41,1,3,4,0
bông,41,1,4,5,0
lợn,41,1,3,5,0
vũ,41,1,2,3,0
mùi,41,1,3,4,0
xếp,41,1,3,5,0
hàm_lượng,41,2,8,12,0
hưởng,42,1,5,8,0
nhất_là,42,2,6,9,0
kết_hợp,42,2,6,10,0
chặt_chẽ,42,2,7,10,0
may,42,1,3,3,0
thống_kê,42,2,7,10,0
đợt,42,1,3,5,0
dẫn_đầu,42,2,6,10,0
xóm,42,1,3,4,0
kinh_phí,42,2,7,8,0
trúng,42,1,5,6,0
sức,42,1,3,5,0
chuyển_đổi,42,2,9,13,0
giới_thiệu,42,2,9,13,0
xứ,42,1,2,4,0
bê_tông,42,2,6,8,0
thường_trực,42,2,10,15,0
châu,42,1,4,5,0
cuộn,42,1,4,6,0
nửa,42,1,3,5,0
thông,43,1,5,6,0
đồng_chí,43,2,7,10,0
cuộc_sống,43,2,8,12,0
tương_đương,43,2,10,14,0
nút,43,1,3,4,0
hạ,43,1,2,3,0
cú,43,1,2,3,0
tự_do,43,2,4,6,0
mô_hình,43,2,6,8,0
lan,43,1,3,3,0
chiến_đấu,43,2,8,12,0
vịnh,43,1,4,5,0
lào,43,1,3,4,0
thời,43,1,4,6,0
album,43,1,5,5,0
bảo_đảm,43,2,6,8,0
trung_vệ,43,2,7,9,0
coi,43,1,3,3,0
cánh,43,1,4,5,0
thuyền,43,1,6,8,0
tắm,43,1,3,5,0
đuổi,43,1,4,6,0
hội_thảo,43,2,7,10,0
tranh_chấp,43,2,9,11,0
tốc_độ,44,2,5,9,0
địa_điểm,44,2,7,10,0
xung_quanh,44,2,9,9,0
đập,44,1,3,5,0
cảm_thấy,44,2,7,10,0
chốt,44,1,4,6,0
ung_thư,44,2,6,7,0
lắp_đặt,44,2,6,10,0
quang,44,1,5,5,0
cây,44,1,3,4,0
độc_lập,44,2,6,10,0
thứ_trưởng,44,2,9,14,0
hàn,44,1,3,4,0
nghị_quyết,44,2,9,12,0
hiệp_hội,44,2,7,11,0
sự_nghiệp,44,2,8,12,0
quý,44,1,3,4,0
xây,45,1,3,4,0
thị_xã,45,2,5,7,0
đời_sống,45,2,7,11,0
giao_dịch,45,2,8,9,0
tăng_trưởng,45,2,10,14,0
doanh_thu,45,2,8,8,0
may_mắn,45,2,6,8,0
quỹ,45,1,3,4,0
cơ_bản,45,2,5,7,0
nông_thôn,45,2,8,10,0
thời_hạn,45,2,7,10,0
thành_phần,45,2,9,12,0
thẳng,46,1,5,7,0
đồ,46,1,2,4,0
thích,46,1,5,6,0
người_thân,46,2,9,13,0
bia,46,1,3,3,0
đóng_góp,46,2,7,9,0
động_cơ,46,2,6,9,0
cao_cấp,46,2,6,8,0
chậm,46,1,4,6,0
quà,46,1,3,4,0
thuận_lợi,46,2,8,12,0
món,46,1,3,4,0
diện,46,1,4,6,0
càng,46,1,4,5,0
lo,46,1,2,2,0
trà,46,1,3,4,0
tải,47,1,3,4,0
tử_hình,47,2,6,9,0
xét,47,1,3,4,0
đứa,47,1,3,5,0
bệnh,47,1,4,6,0
tin_tưởng,47,2,8,11,0
chi_tiết,47,2,7,9,0
bất_kỳ,47,2,5,8,0
vươn,47,1,4,6,0
khóc,48,1,4,5,0
liên,48,1,4,5,0
theo_dõi,48,2,7,8,0
bang,48,1,4,4,0
tình,48,1,4,5,0
điều_trị,48,2,7,10,0
năng_lực,48,2,7,10,0
